1759939192.6494138,0.0,9.316,27.77,33.0,37.88
1759939193.6264415,0.0,9.316,26.68,33.0,37.88
1759939194.6350336,0.0,9.316,27.44,33.0,37.872
1759939195.6577003,0.0,9.316,27.78,33.0,37.872
1759939196.6828413,0.0,9.316,27.275,33.0,37.863
1759939197.6584778,0.0,9.316,27.275,33.0,37.863
1759939198.6489248,0.0,9.316,27.695,33.0,37.796
1759939199.6430295,0.0,9.316,27.3,33.0,37.855
1759939200.6690214,0.0,9.316,27.38,33.0,37.855
1759939201.660039,0.0,9.316,27.24,33.0,37.847
1759939202.6887007,0.0,9.316,26.725,33.0,37.838
1759939203.643198,0.0,9.316,27.27,33.0,37.897
1759939204.6828172,0.0,9.316,26.995,33.0,37.83
1759939205.6406064,0.0,9.316,27.3,33.0,37.889
1759939206.6816194,0.0,9.316,27.05,33.0,37.88
1759939207.6573062,0.0,9.316,27.42,33.0,37.88
1759939208.682016,0.0,9.316,27.555,33.0,37.872
1759939209.6593168,0.0,9.316,27.695,33.0,37.872
1759939210.6828628,0.0,9.316,28.235,33.0,37.93
1759939211.673906,0.0,9.316,27.235,33.0,37.863
1759939212.6638024,0.0,9.316,26.765,33.0,37.863
1759939213.6725745,0.0,9.316,26.84,33.0,37.863
1759939214.684477,0.0,9.316,27.015,33.0,37.855
1759939215.674381,0.0,9.316,27.76,33.0,37.905
1759939216.6659207,0.0,9.316,27.06,33.0,37.83
1759939217.6417024,0.0,9.316,26.905,33.0,37.88
1759939218.679498,0.0,9.316,27.105,33.0,37.88
1759939219.7064307,0.0,9.316,26.21,33.0,37.872
1759939220.6985407,0.0,9.316,27.65,33.0,37.805
1759939221.656824,0.0,9.316,27.52,33.0,37.922
1759939222.6651127,0.0,9.316,27.705,33.0,37.855
1759939223.6731954,0.0,9.316,27.805,33.0,37.855
1759939224.6651983,0.0,9.316,27.7,33.0,37.914
1759939225.6576188,0.0,9.316,26.695,33.0,37.847
1759939226.6799881,0.0,9.316,27.45,33.0,37.838
1759939227.7046273,0.0,9.316,26.925,33.0,37.897
1759939228.6795025,0.0,9.316,28.06,33.0,37.897
1759939229.6549096,0.0,9.316,26.785,33.0,37.897
1759939230.6811016,0.0,9.316,27.98,33.0,37.83
1759939231.6925867,0.0,9.316,27.625,33.0,37.897
1759939232.665291,0.0,9.316,26.935,33.0,37.83
1759939233.6558402,0.0,9.316,27.15,33.0,37.88
1759939234.6960292,0.0,9.316,27.175,33.0,37.88
1759939235.687641,0.0,9.316,26.92,33.0,37.88
1759939236.6965773,0.0,9.316,27.485,33.0,37.872
1759939237.6727254,0.0,9.316,26.865,33.0,37.863
1759939238.698926,0.0,9.316,27.07,33.0,37.863
1759939239.655258,0.0,9.316,27.77,33.0,37.93
1759939240.696789,0.0,9.316,27.5,33.0,37.855
1759939241.6886854,0.0,9.316,27.065,33.0,37.855
1759939242.6659026,0.0,9.316,27.29,33.0,37.847
1759939243.6561546,0.0,9.316,26.625,33.0,37.847
1759939244.6792254,0.0,9.316,27.09,33.0,37.905
1759939245.7034304,0.0,9.316,27.1,33.0,37.905
1759939246.6939547,0.0,9.316,26.805,33.0,37.905
1759939247.7193673,0.0,9.316,26.805,33.0,37.897
1759939248.6941962,0.0,9.316,27.25,33.0,37.889
1759939249.6873732,0.0,9.316,27.145,33.0,37.88
1759939250.6942577,0.0,9.316,27.745,33.0,37.872
1759939251.6708202,0.0,9.316,26.96,33.0,37.872
1759939252.7131288,0.0,9.316,27.135,33.0,37.872
1759939253.688839,0.0,9.316,27.295,33.0,37.863
1759939254.6957316,0.0,9.316,27.215,33.0,37.855
1759939255.7035284,0.0,9.316,27.04,33.0,37.914
1759939256.7280617,0.0,9.316,27.305,33.0,37.905
1759939257.702718,0.0,9.316,27.755,33.0,37.897
1759939258.7108948,0.0,9.316,27.915,33.0,37.83
1759939259.7042522,0.0,9.316,26.76,33.0,37.889
1759939260.7127922,0.0,9.316,26.98,33.0,37.88
1759939261.7020595,0.0,9.316,27.39,33.0,37.863
1759939262.6780674,0.0,9.316,27.95,33.0,37.796
1759939263.7034643,0.0,9.316,27.545,33.0,37.914
1759939264.710221,0.0,9.316,27.7,33.0,37.905
1759939265.6864054,0.0,9.316,27.095,33.0,37.847
1759939266.7109132,0.0,9.316,27.66,33.0,37.897
1759939267.7204733,0.0,9.316,27.785,33.0,37.889
1759939268.711934,0.0,9.316,28.105,33.0,37.88
1759939269.7190342,0.0,9.316,27.35,33.0,37.88
1759939270.7282443,0.0,9.316,27.675,33.0,37.872
1759939271.7191317,0.0,9.316,27.47,33.0,37.855
1759939272.7118697,0.0,9.316,27.525,33.0,37.847
1759939273.7190661,0.0,9.316,27.665,33.0,37.847
1759939274.7298312,0.0,9.316,28.035,33.0,37.847
1759939275.7037442,0.0,9.316,26.95,33.0,37.838
1759939276.7267945,0.0,9.316,27.98,33.0,37.838
